,Unnamed: 0,COD,DO,EC,NO3,N2,TSS,TEMP,PH
386,386,"((1, 0, 2), (1, 1, 0, 12), 128.86383318134662)","((1, 0, 2), (1, 2, 0, 12), 89.05819414447917)","((2, 0, 1), (2, 0, 2, 12), 469.99389853919826)","((2, 2, 2), (2, 1, 0, 12), 22.715312257411192)","((2, 1, 2), (1, 1, 0, 12), 76.70377299220954)","((2, 1, 0), (1, 1, 1, 12), 421.9094953039184)","((2, 0, 1), (2, 0, 2, 12), 130.01334102622397)","((0, 1, 2), (0, 0, 1, 12), 54.76689916526384)"
387,387,"((0, 1, 1), (1, 1, 0, 12), 128.88030200778422)","((1, 0, 0), (1, 0, 2, 12), 89.12462279348969)","((2, 0, 2), (2, 0, 0, 12), 470.24086301859006)","((2, 2, 2), (1, 0, 1, 12), 22.74364710568122)","((0, 2, 1), (0, 1, 2, 12), 76.75575804480894)","((2, 0, 1), (1, 0, 2, 12), 422.1026867384279)","((0, 0, 2), (1, 0, 2, 12), 130.12758036283597)","((1, 1, 2), (0, 0, 1, 12), 54.81894622656898)"
388,388,"((1, 1, 1), (1, 1, 1, 12), 128.90001658747093)","((2, 1, 0), (1, 1, 0, 12), 89.12956655260513)","((2, 0, 1), (1, 0, 2, 12), 470.338970998156)","((2, 2, 2), (1, 0, 0, 12), 22.793571217097536)","((1, 2, 1), (0, 0, 2, 12), 76.7938792633942)","((2, 0, 1), (2, 0, 1, 12), 422.4552141345614)","((0, 0, 0), (2, 0, 1, 12), 130.17988738152232)","((2, 2, 1), (1, 1, 1, 12), 54.94767046884195)"
389,389,"((1, 1, 2), (1, 1, 1, 12), 128.90745720188775)","((2, 1, 2), (1, 1, 1, 12), 89.21180750920894)","((2, 0, 0), (0, 1, 1, 12), 470.4842348471701)","((0, 2, 2), (2, 0, 1, 12), 22.813470413224145)","((0, 1, 0), (2, 1, 0, 12), 76.9457725714326)","((0, 2, 1), (2, 0, 2, 12), 422.4851950797849)","((1, 0, 1), (0, 0, 2, 12), 130.23076317768266)","((0, 0, 1), (2, 0, 2, 12), 55.39200687222157)"
390,390,"((1, 2, 1), (2, 0, 1, 12), 128.95189953597514)","((0, 1, 0), (2, 0, 0, 12), 89.76492426196357)","((2, 0, 1), (2, 0, 1, 12), 470.7588239317031)","((1, 0, 2), (2, 2, 2, 12), 22.815914303009635)","((0, 2, 0), (0, 2, 2, 12), 76.94800284167036)","((2, 1, 0), (0, 0, 2, 12), 422.83755264977947)","((0, 0, 1), (0, 1, 1, 12), 130.29695072589644)","((2, 1, 1), (1, 0, 0, 12), 55.633665091623726)"
391,391,"((0, 0, 1), (1, 1, 1, 12), 129.0395210102857)","((1, 1, 2), (1, 1, 1, 12), 89.85496947410532)","((1, 2, 2), (0, 2, 0, 12), 470.8655074740389)","((2, 1, 1), (0, 1, 0, 12), 22.882005647814008)","((2, 2, 2), (2, 1, 0, 12), 77.03727942980201)","((0, 2, 1), (0, 1, 1, 12), 423.4137184697029)","((1, 2, 1), (0, 1, 1, 12), 130.46408047945326)","((2, 2, 1), (0, 1, 1, 12), 55.783392130872606)"
392,392,"((2, 0, 0), (2, 0, 1, 12), 129.1023206235428)","((1, 1, 0), (0, 1, 1, 12), 89.8786328708203)","((1, 1, 2), (2, 0, 0, 12), 471.01827921108986)","((2, 2, 1), (2, 1, 2, 12), 23.053705781497737)","((2, 2, 2), (0, 0, 2, 12), 77.07516271388786)","((1, 0, 1), (2, 0, 2, 12), 423.4844410868268)","((1, 0, 1), (1, 1, 0, 12), 130.47473631144294)","((2, 1, 1), (1, 0, 1, 12), 55.78476922858666)"
393,393,"((2, 1, 0), (1, 1, 0, 12), 129.20967038675286)","((0, 2, 1), (2, 0, 2, 12), 89.92102579891825)","((1, 1, 1), (2, 0, 1, 12), 471.09693469281166)","((1, 1, 0), (2, 2, 1, 12), 23.08567258050258)","((2, 0, 0), (1, 0, 2, 12), 77.12319228603604)","((0, 0, 1), (2, 0, 2, 12), 423.58376477907257)","((0, 0, 2), (1, 1, 0, 12), 130.52159287620705)","((0, 0, 0), (1, 1, 1, 12), 55.80462971217099)"
394,394,"((1, 1, 0), (1, 1, 0, 12), 129.6062726544836)","((2, 1, 0), (0, 1, 1, 12), 90.20201663808317)","((0, 0, 1), (2, 0, 2, 12), 471.16180950618724)","((1, 2, 1), (0, 1, 2, 12), 23.130043567442385)","((1, 2, 1), (2, 1, 1, 12), 77.20370291160019)","((2, 0, 2), (2, 0, 1, 12), 424.09689402770806)","((2, 0, 1), (0, 0, 2, 12), 130.54359654416723)","((0, 0, 2), (2, 0, 0, 12), 55.83936372542078)"
395,395,"((1, 1, 2), (1, 1, 0, 12), 129.97276618093335)","((2, 0, 2), (1, 1, 1, 12), 90.24139906868848)","((1, 0, 2), (0, 0, 2, 12), 471.1884829440585)","((2, 2, 1), (0, 2, 2, 12), 23.146989920350684)","((2, 0, 0), (1, 2, 0, 12), 77.37190886385959)","((0, 0, 1), (1, 1, 1, 12), 424.1646815086745)","((2, 0, 0), (2, 0, 2, 12), 130.66510505993375)","((1, 0, 0), (0, 0, 2, 12), 55.8403369309423)"
396,396,"((0, 0, 2), (1, 1, 0, 12), 130.1551921188604)","((0, 2, 2), (1, 1, 1, 12), 90.39109043235555)","((0, 2, 2), (0, 0, 2, 12), 471.3495732824585)","((0, 2, 2), (0, 0, 2, 12), 23.276284026147728)","((1, 2, 1), (2, 0, 0, 12), 77.38559349491545)","((1, 0, 0), (0, 1, 1, 12), 424.4501652109938)","((0, 2, 2), (2, 0, 1, 12), 130.67183246297083)","((1, 2, 1), (2, 0, 1, 12), 55.91372591740561)"
397,397,"((1, 1, 0), (0, 1, 1, 12), 130.2271894011802)","((0, 0, 0), (2, 0, 0, 12), 90.55611194134654)","((0, 0, 1), (0, 1, 1, 12), 471.4454003429975)","((1, 1, 0), (1, 1, 1, 12), 23.27953936697908)","((2, 1, 0), (0, 0, 1, 12), 77.41775576178182)","((1, 2, 1), (0, 1, 1, 12), 424.4941762182999)","((2, 0, 0), (0, 1, 1, 12), 130.84442743838798)","((0, 0, 0), (2, 0, 2, 12), 55.99433128843695)"
398,398,"((2, 1, 2), (1, 1, 0, 12), 130.3989046810535)","((1, 2, 2), (1, 2, 0, 12), 90.70530553227593)","((2, 2, 2), (0, 2, 0, 12), 471.8652743668538)","((2, 2, 2), (2, 0, 1, 12), 23.343159398150195)","((0, 1, 0), (1, 1, 2, 12), 77.53435707307865)","((2, 0, 0), (2, 0, 0, 12), 424.498192045883)","((0, 1, 1), (1, 1, 0, 12), 130.98226328349722)","((0, 0, 1), (2, 0, 0, 12), 56.04657194973095)"
399,399,"((1, 0, 0), (2, 0, 1, 12), 130.61304344355636)","((1, 1, 0), (1, 1, 0, 12), 90.80281803410223)","((1, 1, 1), (0, 0, 2, 12), 471.9279121406224)","((1, 1, 0), (0, 1, 1, 12), 23.525008417757626)","((2, 2, 2), (2, 0, 0, 12), 77.75382780268062)","((0, 0, 0), (0, 1, 1, 12), 424.6628034053972)","((0, 0, 1), (2, 0, 2, 12), 130.99767696753017)","((2, 1, 2), (0, 0, 1, 12), 56.073967698942575)"
400,400,"((2, 1, 1), (1, 1, 1, 12), 130.71187344975726)","((1, 2, 0), (2, 1, 2, 12), 90.86888229184552)","((0, 0, 1), (1, 0, 2, 12), 472.2380668899045)","((1, 2, 2), (2, 0, 1, 12), 23.560702192321394)","((0, 0, 0), (1, 2, 0, 12), 77.79256817385895)","((2, 0, 0), (1, 1, 0, 12), 425.04175538082114)","((2, 1, 0), (0, 0, 2, 12), 131.00352187291384)","((0, 1, 0), (2, 0, 2, 12), 56.11481051614007)"
401,401,"((2, 1, 0), (1, 1, 1, 12), 130.8222767277682)","((2, 2, 2), (1, 2, 0, 12), 91.20611416546684)","((2, 0, 2), (2, 0, 1, 12), 473.1545844120638)","((1, 2, 2), (2, 1, 1, 12), 23.5652880980762)","((2, 2, 2), (1, 1, 2, 12), 78.04247562176376)","((0, 1, 1), (2, 0, 0, 12), 425.4092182711958)","((1, 1, 0), (0, 1, 1, 12), 131.04025973777198)","((2, 1, 0), (1, 0, 1, 12), 56.29214810300407)"
402,402,"((1, 2, 2), (1, 1, 1, 12), 130.945227659452)","((1, 0, 0), (2, 0, 2, 12), 91.29539950486789)","((1, 0, 1), (2, 0, 2, 12), 473.4240532508701)","((1, 1, 0), (2, 1, 1, 12), 23.64651411192328)","((1, 1, 0), (2, 0, 2, 12), 78.13731794847081)","((2, 1, 0), (1, 0, 2, 12), 425.4760853212575)","((2, 2, 2), (0, 1, 1, 12), 131.11055216019457)","((2, 1, 2), (1, 0, 1, 12), 56.463912660133275)"
403,403,"((1, 2, 1), (0, 1, 1, 12), 131.03201369593344)","((0, 0, 0), (1, 2, 0, 12), 91.30627115632089)","((1, 1, 2), (2, 0, 1, 12), 473.78880554404145)","((1, 1, 2), (1, 2, 2, 12), 23.8879836550381)","((0, 0, 1), (1, 2, 0, 12), 78.21364184425478)","((0, 1, 2), (2, 0, 0, 12), 425.5497945085232)","((1, 1, 0), (0, 0, 2, 12), 131.13749590647484)","((2, 0, 2), (1, 0, 1, 12), 56.54343116750981)"
404,404,"((2, 1, 2), (1, 1, 1, 12), 131.04726886879428)","((1, 0, 0), (0, 0, 2, 12), 91.33991914890085)","((2, 0, 2), (0, 0, 2, 12), 473.8142406140425)","((1, 1, 2), (2, 2, 0, 12), 24.154775598134528)","((2, 1, 0), (1, 0, 1, 12), 78.34135214584322)","((0, 2, 1), (1, 1, 1, 12), 425.8391916291389)","((0, 0, 0), (1, 1, 0, 12), 131.33202923322244)","((0, 2, 1), (1, 0, 2, 12), 56.61466601310109)"
405,405,"((0, 1, 2), (1, 1, 0, 12), 131.05122614535264)","((0, 0, 1), (1, 2, 0, 12), 91.36758577118891)","((0, 0, 1), (1, 1, 1, 12), 473.8686139797682)","((2, 2, 2), (0, 0, 2, 12), 24.16593865957035)","((0, 2, 1), (1, 1, 2, 12), 78.40474882620155)","((2, 0, 1), (2, 0, 2, 12), 426.0545658274733)","((1, 1, 0), (1, 1, 0, 12), 131.397290495954)","((2, 1, 0), (0, 0, 1, 12), 56.65927415630301)"
406,406,"((0, 0, 2), (1, 0, 2, 12), 131.14113211670158)","((1, 1, 2), (1, 1, 0, 12), 91.47803480937628)","((1, 0, 1), (1, 0, 2, 12), 473.92475316520006)","((2, 0, 2), (2, 1, 2, 12), 24.20398058298842)","((1, 0, 1), (1, 2, 0, 12), 78.43915191855476)","((0, 1, 1), (2, 0, 1, 12), 426.0553603701881)","((2, 2, 1), (1, 1, 0, 12), 131.49351611989397)","((0, 0, 0), (1, 1, 0, 12), 56.83388316285243)"
407,407,"((1, 2, 0), (1, 2, 0, 12), 131.16576947750636)","((2, 1, 0), (1, 1, 1, 12), 91.50422525117125)","((2, 1, 1), (0, 0, 2, 12), 474.18056486583765)","((2, 0, 1), (1, 2, 2, 12), 24.235634494233846)","((1, 2, 1), (2, 1, 2, 12), 78.85208477260295)","((0, 2, 2), (2, 0, 0, 12), 426.11077239684323)","((1, 1, 2), (1, 1, 0, 12), 131.62863885424497)","((0, 1, 0), (2, 0, 1, 12), 56.89077005879351)"
408,408,"((1, 1, 0), (1, 1, 1, 12), 131.32807922217654)","((0, 0, 1), (2, 0, 0, 12), 91.53023742631716)","((1, 0, 2), (1, 1, 0, 12), 474.51344512384594)","((2, 0, 1), (2, 2, 0, 12), 24.25261263297346)","((1, 1, 0), (0, 1, 1, 12), 78.99789206888657)","((0, 1, 2), (2, 0, 1, 12), 426.11887453600013)","((1, 0, 0), (1, 1, 0, 12), 131.79454512330219)","((0, 1, 1), (1, 0, 0, 12), 56.907798996126175)"
409,409,"((2, 1, 0), (0, 1, 1, 12), 131.33108565710043)","((0, 2, 1), (2, 0, 1, 12), 91.55155608249068)","((0, 2, 1), (0, 1, 1, 12), 474.60395211923685)","((1, 1, 2), (2, 2, 1, 12), 24.290840828469076)","((2, 0, 2), (1, 2, 0, 12), 78.9980687122504)","((2, 0, 1), (1, 1, 0, 12), 426.3618967128886)","((2, 2, 2), (1, 1, 1, 12), 131.96506032467028)","((0, 2, 1), (0, 0, 2, 12), 57.03142468878379)"
410,410,"((0, 0, 2), (2, 0, 2, 12), 131.95656989974236)","((1, 0, 0), (2, 0, 0, 12), 91.94440076335572)","((2, 2, 0), (0, 1, 1, 12), 474.66044968118644)","((2, 2, 1), (0, 0, 0, 12), 24.385643610614245)","((2, 2, 1), (2, 0, 2, 12), 79.05027791844665)","((1, 0, 1), (1, 1, 1, 12), 426.4120771040609)","((0, 2, 2), (2, 0, 0, 12), 132.0545864612646)","((1, 2, 1), (1, 1, 1, 12), 57.242708166112536)"
411,411,"((0, 2, 1), (0, 0, 2, 12), 132.08409960262333)","((1, 0, 1), (1, 1, 0, 12), 92.73784595004854)","((2, 2, 1), (0, 0, 2, 12), 475.18069417205123)","((1, 1, 1), (2, 2, 2, 12), 24.41342358779765)","((1, 2, 0), (2, 2, 2, 12), 79.26105833186543)","((1, 2, 1), (2, 0, 0, 12), 426.51543978534727)","((1, 0, 0), (0, 1, 1, 12), 132.097043077742)","((2, 0, 2), (0, 0, 1, 12), 57.38437960051991)"
412,412,"((2, 2, 1), (0, 1, 1, 12), 132.12428402606454)","((1, 1, 0), (1, 1, 1, 12), 92.75970359893114)","((2, 2, 1), (2, 0, 1, 12), 475.8219020362154)","((1, 1, 0), (2, 0, 2, 12), 24.420047740971935)","((0, 1, 0), (2, 1, 1, 12), 79.27623350980979)","((2, 0, 0), (2, 0, 2, 12), 426.6470822325567)","((0, 1, 2), (1, 1, 0, 12), 132.48009540920128)","((1, 0, 0), (1, 0, 2, 12), 57.475084897501176)"
413,413,"((0, 0, 2), (2, 0, 0, 12), 132.45271805299825)","((0, 0, 0), (1, 1, 1, 12), 92.9016105663023)","((2, 2, 0), (1, 0, 2, 12), 476.14793433792386)","((2, 1, 0), (1, 2, 0, 12), 24.445907216488564)","((2, 1, 1), (1, 2, 0, 12), 79.3830564302767)","((2, 0, 0), (0, 1, 1, 12), 426.8172953187599)","((0, 0, 1), (2, 0, 1, 12), 132.58228746493268)","((0, 2, 2), (0, 0, 1, 12), 57.55089108902064)"
414,414,"((0, 1, 0), (0, 0, 2, 12), 132.4653281825865)","((0, 2, 2), (1, 2, 0, 12), 92.987445514161)","((1, 0, 2), (2, 0, 0, 12), 476.3330215875943)","((2, 2, 2), (2, 1, 2, 12), 24.47072537313281)","((1, 2, 1), (1, 0, 2, 12), 79.48319563360408)","((2, 0, 0), (2, 0, 1, 12), 426.86014923925353)","((2, 2, 2), (1, 1, 0, 12), 132.5827798477375)","((1, 0, 1), (1, 0, 1, 12), 57.58967134143591)"
415,415,"((0, 0, 1), (1, 1, 0, 12), 132.5399209409746)","((1, 2, 2), (1, 1, 1, 12), 93.10195739877872)","((2, 0, 0), (1, 0, 2, 12), 476.3615841461076)","((1, 2, 2), (0, 2, 2, 12), 24.611401614785564)","((2, 1, 0), (1, 1, 0, 12), 79.48954449467477)","((1, 2, 1), (1, 1, 1, 12), 427.0459143648129)","((2, 2, 1), (0, 1, 1, 12), 132.92482156911768)","((0, 2, 1), (2, 0, 2, 12), 57.63998214591824)"
416,416,"((1, 0, 0), (2, 0, 2, 12), 132.6673643250042)","((1, 0, 0), (1, 1, 1, 12), 93.23854030473909)","((0, 1, 1), (0, 0, 2, 12), 476.55748811904783)","((1, 1, 0), (2, 0, 1, 12), 24.676417466122665)","((2, 0, 0), (2, 0, 2, 12), 79.56462511946046)","((1, 1, 1), (1, 1, 0, 12), 427.1083041308632)","((0, 0, 2), (2, 0, 0, 12), 132.984148942103)","((1, 0, 2), (1, 0, 1, 12), 57.70759103481792)"
417,417,"((1, 2, 1), (1, 1, 1, 12), 133.01696178536204)","((0, 1, 1), (1, 1, 0, 12), 93.36381638820328)","((0, 2, 2), (1, 1, 0, 12), 476.80697873062894)","((0, 1, 2), (2, 2, 2, 12), 24.77453336200292)","((1, 1, 1), (1, 2, 0, 12), 79.59875239817659)","((2, 0, 2), (1, 1, 0, 12), 427.14942866238584)","((1, 1, 0), (1, 1, 1, 12), 133.19370345948195)","((0, 0, 0), (2, 0, 0, 12), 57.74089528179132)"
418,418,"((0, 0, 1), (1, 0, 2, 12), 133.07240478070375)","((1, 0, 0), (0, 1, 1, 12), 93.49486621628448)","((0, 1, 1), (1, 1, 0, 12), 476.94058652715654)","((2, 2, 2), (2, 1, 1, 12), 25.109558016094187)","((0, 0, 2), (1, 2, 0, 12), 79.67670921095497)","((1, 0, 1), (2, 0, 0, 12), 427.17268807296335)","((2, 2, 1), (1, 1, 1, 12), 133.31536381402825)","((0, 1, 2), (1, 0, 0, 12), 57.80316874711933)"
419,419,"((2, 2, 1), (1, 1, 0, 12), 133.07806144009348)","((1, 0, 0), (1, 1, 0, 12), 93.4957002190637)","((0, 0, 0), (2, 0, 2, 12), 477.35941073697927)","((2, 2, 2), (0, 0, 0, 12), 25.11051100542402)","((2, 2, 1), (2, 1, 2, 12), 79.80491215741296)","((0, 2, 2), (2, 0, 1, 12), 427.21585111266495)","((0, 0, 1), (1, 1, 0, 12), 133.53929292968309)","((2, 2, 2), (0, 0, 1, 12), 57.84464495217473)"
420,420,"((0, 1, 0), (2, 0, 0, 12), 133.3184860419566)","((1, 2, 1), (1, 1, 1, 12), 93.50907519341335)","((0, 1, 2), (0, 2, 0, 12), 477.70213334801235)","((1, 1, 0), (2, 2, 2, 12), 25.32004019999272)","((2, 1, 0), (0, 1, 1, 12), 79.83040157654656)","((1, 1, 2), (1, 1, 0, 12), 427.26437107681693)","((0, 0, 0), (2, 0, 0, 12), 133.6059127079866)","((1, 0, 1), (0, 0, 1, 12), 57.90224966457967)"
421,421,"((2, 2, 2), (1, 1, 1, 12), 133.54051800852528)","((2, 2, 2), (1, 1, 0, 12), 93.5190324167754)","((1, 0, 0), (2, 0, 0, 12), 477.8650120197069)","((1, 2, 1), (1, 1, 2, 12), 25.33030954137334)","((2, 0, 1), (1, 2, 0, 12), 79.97101909024441)","((0, 0, 1), (1, 0, 2, 12), 427.2740713176716)","((2, 0, 0), (1, 0, 2, 12), 133.90034356124468)","((0, 0, 2), (2, 0, 1, 12), 57.982591654414556)"
422,422,"((2, 2, 2), (1, 1, 0, 12), 133.78446117096806)","((1, 2, 1), (1, 1, 0, 12), 93.52705304373237)","((1, 0, 1), (1, 1, 0, 12), 478.1196502636465)","((1, 1, 0), (1, 0, 0, 12), 25.383289175470892)","((2, 2, 2), (1, 0, 2, 12), 79.98533242786445)","((1, 2, 1), (2, 0, 1, 12), 427.2820477808578)","((1, 2, 1), (1, 1, 1, 12), 134.0272393653362)","((2, 1, 2), (1, 0, 0, 12), 58.04847617743521)"
423,423,"((1, 2, 1), (1, 1, 0, 12), 133.80976620924721)","((1, 2, 2), (1, 1, 0, 12), 93.56308708375016)","((0, 1, 1), (2, 0, 0, 12), 478.3053067486771)","((0, 1, 1), (2, 1, 2, 12), 25.44995884542965)","((0, 2, 0), (1, 2, 2, 12), 80.03057473777264)","((1, 0, 2), (2, 0, 0, 12), 427.4248611293727)","((1, 0, 0), (2, 0, 0, 12), 134.17308674269006)","((1, 2, 2), (1, 0, 1, 12), 58.061585198399634)"
424,424,"((1, 2, 2), (1, 1, 0, 12), 134.01494297862055)","((2, 2, 1), (1, 1, 0, 12), 93.7308511409311)","((0, 0, 0), (1, 0, 2, 12), 478.6436326616865)","((2, 2, 1), (2, 2, 0, 12), 25.70883546248745)","((1, 2, 1), (2, 0, 1, 12), 80.0410031739033)","((1, 2, 2), (1, 1, 0, 12), 427.44211137204894)","((1, 2, 2), (1, 1, 0, 12), 134.37268040670546)","((1, 2, 1), (0, 1, 1, 12), 58.08358126136616)"
425,425,"((0, 0, 1), (2, 0, 2, 12), 134.11097468942023)","((0, 0, 2), (2, 0, 0, 12), 93.92357327834829)","((2, 1, 2), (0, 2, 0, 12), 478.7044683543544)","((2, 2, 1), (1, 2, 2, 12), 25.85679575518307)","((0, 1, 1), (1, 2, 0, 12), 80.08007214374878)","((2, 0, 0), (1, 1, 1, 12), 427.5125474260509)","((1, 2, 1), (1, 1, 0, 12), 135.20330829777674)","((0, 2, 2), (1, 0, 1, 12), 58.19567604405481)"
426,426,"((0, 1, 0), (1, 0, 2, 12), 134.1604291590846)","((0, 0, 1), (2, 0, 1, 12), 94.36626030910345)","((0, 0, 0), (0, 1, 1, 12), 478.9820423184804)","((1, 2, 2), (0, 0, 2, 12), 25.892831253469474)","((2, 1, 0), (1, 2, 0, 12), 80.18652307622813)","((1, 1, 0), (0, 0, 2, 12), 427.62354841305387)","((0, 2, 1), (0, 0, 2, 12), 135.63693643783424)","((2, 2, 2), (1, 0, 1, 12), 58.50434531496226)"
427,427,"((0, 0, 1), (2, 0, 0, 12), 134.34199563843643)","((1, 0, 2), (1, 1, 0, 12), 94.63966139114258)","((0, 2, 2), (2, 0, 0, 12), 478.9826333563985)","((1, 1, 0), (1, 0, 1, 12), 25.917587747303344)","((1, 1, 0), (1, 1, 0, 12), 80.24835987508132)","((2, 1, 0), (0, 1, 1, 12), 427.94279671409856)","((2, 0, 0), (0, 0, 2, 12), 135.96297564772001)","((0, 0, 1), (2, 0, 1, 12), 58.532160226817396)"
428,428,"((2, 2, 1), (1, 1, 1, 12), 134.40886883496756)","((2, 2, 2), (1, 1, 1, 12), 94.7012603584)","((1, 0, 2), (2, 0, 1, 12), 479.0786385744479)","((2, 2, 0), (0, 1, 2, 12), 25.96987890578069)","((1, 1, 0), (0, 0, 1, 12), 80.32139806066012)","((1, 0, 1), (2, 0, 1, 12), 428.58075164761254)","((0, 0, 1), (2, 0, 0, 12), 136.32565374607555)","((1, 1, 0), (0, 0, 1, 12), 58.54415659083268)"
429,429,"((0, 1, 0), (0, 1, 1, 12), 134.49804869326167)","((0, 0, 2), (1, 1, 0, 12), 94.7909726200278)","((0, 1, 2), (1, 1, 0, 12), 479.42546408804463)","((2, 1, 2), (2, 2, 0, 12), 26.04519932910851)","((1, 1, 0), (1, 0, 0, 12), 80.32619908937147)","((1, 1, 0), (2, 0, 0, 12), 428.79102653911366)","((0, 0, 2), (2, 0, 1, 12), 136.40327196475425)","((0, 0, 2), (2, 0, 2, 12), 58.547315056245026)"
430,430,"((0, 2, 1), (1, 0, 2, 12), 134.57164615665013)","((0, 2, 1), (2, 0, 0, 12), 95.25069365057362)","((1, 1, 2), (0, 2, 0, 12), 479.4778684471425)","((0, 2, 2), (2, 2, 0, 12), 26.1676639353941)","((1, 0, 2), (1, 2, 0, 12), 80.6334052412479)","((1, 0, 2), (2, 0, 1, 12), 428.9559873822814)","((0, 2, 1), (1, 0, 2, 12), 137.65951311112858)","((1, 2, 1), (1, 1, 0, 12), 58.84236206336132)"
431,431,"((0, 2, 2), (1, 1, 0, 12), 134.71051745125388)","((0, 0, 0), (0, 1, 1, 12), 95.3493314942588)","((1, 0, 0), (2, 0, 1, 12), 479.6403906391052)","((2, 1, 2), (2, 2, 1, 12), 26.198533274383166)","((2, 2, 2), (2, 0, 1, 12), 80.68706450899938)","((2, 0, 1), (1, 1, 1, 12), 428.986506364417)","((0, 2, 2), (1, 1, 0, 12), 138.2067524537193)","((1, 0, 2), (0, 0, 1, 12), 58.878474091700724)"
432,432,"((0, 2, 1), (0, 1, 1, 12), 134.78719668707197)","((0, 1, 2), (1, 1, 0, 12), 95.70561776659808)","((0, 2, 1), (0, 0, 2, 12), 479.684968510443)","((2, 2, 1), (0, 0, 1, 12), 26.20991295104674)","((2, 1, 0), (1, 1, 1, 12), 80.73757764133664)","((0, 0, 2), (0, 0, 2, 12), 429.112187706744)","((0, 1, 0), (1, 2, 0, 12), 138.74751611530758)","((2, 2, 1), (0, 0, 1, 12), 58.9305249425512)"
433,433,"((1, 0, 0), (0, 0, 2, 12), 135.35706444796847)","((2, 2, 1), (1, 1, 1, 12), 95.89786160308174)","((1, 0, 0), (0, 1, 1, 12), 479.7705331175933)","((2, 0, 2), (1, 2, 0, 12), 26.275874392568976)","((0, 1, 0), (2, 1, 2, 12), 80.84599987579335)","((1, 1, 0), (1, 0, 2, 12), 429.96415667390903)","((0, 2, 1), (2, 0, 2, 12), 139.19684892767415)","((1, 1, 1), (1, 0, 0, 12), 58.947968754189866)"
434,434,"((0, 0, 2), (2, 0, 1, 12), 135.3952058866699)","((0, 0, 1), (1, 1, 0, 12), 96.31853352107747)","((1, 1, 0), (0, 0, 2, 12), 479.9445239544458)","((1, 0, 2), (1, 2, 0, 12), 26.299213842728392)","((2, 2, 2), (2, 1, 1, 12), 81.01518077893346)","((1, 1, 0), (2, 0, 1, 12), 430.1638821538939)","((2, 2, 0), (2, 0, 0, 12), 140.1466337981138)","((1, 1, 0), (1, 0, 0, 12), 59.12460742375366)"
435,435,"((0, 1, 0), (2, 0, 1, 12), 135.65931513754634)","((2, 2, 0), (0, 0, 2, 12), 96.3723602314286)","((1, 0, 0), (2, 0, 2, 12), 479.96751252180076)","((0, 1, 0), (2, 1, 0, 12), 26.30338993402051)","((2, 2, 2), (2, 2, 2, 12), 81.11889466420052)","((0, 1, 0), (0, 0, 2, 12), 430.3593483158221)","((0, 2, 0), (1, 1, 2, 12), 141.36085285156003)","((1, 2, 0), (1, 2, 2, 12), 59.14574999066835)"
436,436,"((0, 0, 0), (1, 1, 1, 12), 135.77448629940048)","((0, 0, 0), (1, 1, 0, 12), 96.45677950408289)","((0, 2, 1), (1, 0, 2, 12), 480.00944491613313)","((1, 2, 2), (1, 2, 2, 12), 26.42839260341309)","((0, 2, 0), (2, 2, 0, 12), 81.1951827906821)","((1, 0, 0), (2, 0, 0, 12), 430.7095890437037)","((0, 2, 0), (0, 1, 2, 12), 141.42367788327073)","((1, 0, 0), (2, 0, 2, 12), 59.149664343409505)"
437,437,"((0, 0, 0), (0, 1, 1, 12), 136.33515300730042)","((0, 2, 2), (0, 1, 1, 12), 96.7212247497821)","((0, 2, 1), (1, 1, 1, 12), 480.0307208525857)","((1, 2, 1), (0, 2, 2, 12), 26.535925357530118)","((2, 0, 0), (1, 0, 0, 12), 81.31279919082395)","((1, 0, 0), (1, 1, 0, 12), 431.50267273667504)","((0, 2, 1), (1, 2, 0, 12), 141.86281338329448)","((1, 0, 1), (1, 0, 0, 12), 59.20667640041463)"
438,438,"((0, 1, 0), (2, 0, 2, 12), 136.33914324783262)","((1, 1, 1), (0, 0, 1, 12), 97.09446924837752)","((1, 0, 1), (2, 0, 0, 12), 480.1888567654908)","((2, 1, 1), (1, 2, 0, 12), 26.574678041670406)","((0, 1, 2), (1, 2, 0, 12), 81.34107198981707)","((1, 0, 1), (1, 1, 0, 12), 432.0228294336467)","((1, 2, 0), (1, 2, 0, 12), 142.2912519681976)","((1, 1, 2), (1, 0, 0, 12), 59.25790584567935)"
439,439,"((0, 1, 0), (1, 1, 0, 12), 136.87188359239389)","((0, 0, 2), (2, 0, 1, 12), 97.35007054685448)","((1, 0, 0), (1, 1, 0, 12), 480.21980213018867)","((2, 1, 2), (0, 2, 2, 12), 26.57923389505441)","((0, 2, 2), (1, 1, 0, 12), 81.42738136466647)","((1, 0, 0), (2, 0, 2, 12), 432.16420000452024)","((2, 2, 0), (2, 0, 1, 12), 142.61991476465028)","((1, 1, 0), (1, 0, 1, 12), 59.339455090040666)"
440,440,"((0, 1, 0), (1, 1, 1, 12), 136.9406741317401)","((0, 1, 1), (0, 0, 1, 12), 97.725973209578)","((0, 1, 2), (2, 0, 0, 12), 480.4577481329776)","((2, 2, 2), (0, 0, 1, 12), 26.596928158478313)","((1, 1, 0), (1, 2, 0, 12), 81.5442026951101)","((0, 1, 0), (1, 0, 2, 12), 432.3683632066931)","((2, 2, 0), (0, 0, 2, 12), 142.89886200028667)","((1, 1, 1), (0, 0, 0, 12), 59.36566395402182)"
